Cities,Lat,Lon
"Shelbyville, KY",38.2120144,-85.2235666
"Westfield, NJ",40.6589912,-74.3473717
"Derby, KS",37.5455735,-97.2689331
"Monterey, CA",36.2231079,-121.387742
"Blacklick, OH",39.9956195,-82.811286
"Newington, CT",41.7117668,-72.7364844
"Hernando, MS",34.8239518,-89.9937018
"Wantagh, NY",40.6837121,-73.5101258
"North Attleboro, MA",41.9841334,-71.3322798
"West Warwick, RI",41.7061296,-71.5221451
"Palm City, FL",27.1713925,-80.28422171
"Paragould, AR",36.0584021,-90.4973286
"Ocean Springs, MS",30.4112904,-88.8279165
"Lansing, IL",41.5662245,-87.5381569
"Phillipsburg, NJ",40.6915611,-75.1952543
"Dania Beach, FL",26.0538446,-80.15739451
"O Fallon, IL",38.5922715,-89.9112124
"Newberg, OR",45.300347,-122.972751
"Libertyville, IL",42.2830786,-87.9531303
"Parkville, MD",39.3868522,-76.55086176
"Bethel Park, PA",40.3275697,-80.0394977
"Coram, NY",40.8687097,-73.0014946
"Oak Ridge, TN",36.0103562,-84.2696449
"Glendale Heights, IL",41.9195385,-88.07663653
"Geneva, IL",41.8875281,-88.3053525
"Matthews, NC",35.1159532,-80.7224386
"Salem, NH",42.7884226,-71.2008933
"Springville, UT",40.1652447,-111.6114726
"McKeesport, PA",40.3478472,-79.864215
"Fitchburg, WI",43.0020919,-89.423817
"Batavia, IL",41.8500284,-88.3125738
"Oildale, CA",35.4285645,-119.0239922
"Nutley, NJ",40.8223223,-74.1598663
"Milford, MA",42.1428913,-71.5164618
"Hobart, IN",41.5322592,-87.2550353
"Mount Pleasant, WI",42.7292465,-87.851473
"Vernon Rockville, CT",41.86676825,-72.46000123
"Southgate, MI",42.2037103,-83.2067556
"La Place, LA",47.702473,-1.6821373
"Kuna, ID",43.4918307,-116.420122
"Miami Lakes, FL",25.9087056,-80.3086619
"Murray, KY",36.6103334,-88.314761
"Des Moines, WA",47.398829,-122.3099093
"Ruskin, FL",27.701360299999997,-82.42379802
"Centralia, WA",46.7204489,-122.96143
"Springfield, TN",36.5092119,-86.8849984
"Savage, MN",44.7779041,-93.3356204
"Oak Park, MI",41.8878145,-87.7887615
"Summerfield, FL",29.0085924,-82.0348092
"Parsippany, NJ",40.8578772,-74.4259866
"Fleming Island, FL",24.5810655,-81.79636733
"South Lake Tahoe, CA",38.9332411,-119.9843482
"Long Branch, NJ",40.3042778,-73.9923596
"Norfolk, NE",42.0283379,-97.4169964
"Garfield Heights, OH",41.4169974,-81.6059581
"Azle, TX",32.8975875,-97.5437799
"Green Cove Springs, FL",29.9919779,-81.6781097
"Zebulon, NC",35.8221621,-78.3132126
"Mill Valley, CA",37.9060368,-122.5449763
"Englewood, FL",26.9620053,-82.3525952
"Garden City, NY",40.7266477,-73.6343052
"Leesburg, GA",31.7324556,-84.1711966
"Malvern, PA",40.036202,-75.5138959
"Fridley, MN",45.0838291,-93.2590388
"Trussville, AL",33.6196266,-86.6084342
"Rahway, NJ",40.6081591,-74.2776468
"Austin, MN",43.6679992,-92.9746498
"Forest Grove, OR",45.5190404,-123.1110551
"Melrose, MA",42.4564323,-71.064182
"Stroudsburg, PA",40.9864261,-75.1946649
"Shippensburg, PA",40.0507198,-77.5205485
"Raytown, MO",39.0089226,-94.4622103
"Holiday, FL",28.187755,-82.74160807
"Saugus, MA",42.4648183,-71.010051
"Freeport, IL",42.2966861,-89.6212271
"Monument, CO",39.0916586,-104.872758
"Sherwood, OR",45.3569315,-122.8403744
"Lenoir City, TN",35.7972998,-84.2560299
"South Kingstown, RI",41.454944,-71.5394738
"Lisle, IL",41.801159,-88.0747687
"Ponte Vedra Beach, FL",30.2396865,-81.3856384
"Bloomsburg, PA",41.0044958,-76.4537302
"Temple Hills, MD",38.8140024,-76.9455296
"King of Prussia, PA",40.09476245,-75.38513336
"Whitehall, PA",40.6574088,-75.50745173
"Shaker Heights, OH",41.4739419,-81.5370671
"Stephenville, TX",32.2191836,-98.2130634
"Michigan City, IN",41.7075394,-86.8950297
"Northampton, MA",42.3178989,-72.6311006
"Wellesley, MA",42.2964859,-71.2925571
"Temple Terrace, FL",28.0352964,-82.3892596
"Chamblee, GA",33.892176,-84.2988296
"Carbondale, IL",37.7274692,-89.216655
"Loxahatchee, FL",26.973524,-80.131002
"Englewood, NJ",40.8929329,-73.9726508
"Graham, WA",47.0395996,-122.2785729
"Bourbonnais, IL",41.1639309,-87.8839693
"Balch Springs, TX",32.7287413,-96.6227714
"Neenah, WI",44.1858193,-88.462609
"Sebastopol, CA",38.3989445,-122.8311171
"Bella Vista, AR",-34.5684085,-58.6894883
"Algonquin, IL",42.1655801,-88.2942493
"Stoughton, MA",42.1252079,-71.1022015
"Crawfordville, FL",30.1760358,-84.3751778
"Shelbyville, IN",39.5214373,-85.7769238
"Lake in the Hills, IL",42.1816908,-88.3303618
"Blythewood, SC",34.2187005,-80.98456918
"Ooltewah, TN",35.0522068,-85.10265801
"Elgin, SC",34.671052599999996,-80.72987392
"Monroeville, PA",40.4211798,-79.7881025
"Madison Heights, MI",42.4858692,-83.1052028
"Huntley, IL",42.1722503,-88.42692
"Bristol, VA",36.6176148,-82.1484049
"Lafayette, CA",37.8857582,-122.1180201
"Fort Dodge, IA",42.5044017,-94.1910044
"Sequim, WA",48.0849312,-123.1096706
"Latrobe, PA",40.317287,-79.3840301
"Chagrin Falls, OH",41.436589,-81.3855058
"Dickinson, ND",46.8791756,-102.7896242
"Wayne, PA",41.6264414,-75.3045103
"Walnut, CA",33.7085883,-117.7926096
"Lakewood Ranch, FL",27.409191200000002,-82.39252437
"Lithia Springs, GA",33.7939953,-84.6604899
"Moscow, ID",46.7323875,-117.000165
"Lockport, IL",41.5894753,-88.057837
"Zachary, LA",30.6485191,-91.1564961
"Sebastian, FL",27.816415,-80.4706078
"Highland Park, IL",42.1526964,-87.7957618
"Perkasie, PA",40.372048,-75.292676
"Middletown, NJ",40.3898188,-74.1162152
"Menasha, WI",44.2022293,-88.4465361
"Oxon Hill, MD",38.8035961,-76.9896573
"Bridgewater, MA",41.9903787,-70.9750426
"Niceville, FL",30.5168639,-86.482172
"Royse City, TX",32.9761045,-96.331334
"Mandan, ND",46.826415,-100.889704
"Christiansburg, VA",37.1298517,-80.4089389
"Rock Springs, WY",41.5860557,-109.2194544
"Mount Dora, FL",28.8004955,-81.6446961
"Branford, CT",41.2746962,-72.8173481
"Jenison, MI",42.9072481,-85.7919784
"Chicago Heights, IL",41.5062834,-87.6357079
"Liberty, MO",39.246479,-94.419079
"North Platte, NE",41.1238873,-100.7654232
"Tualatin, OR",45.3838546,-122.766351
"Medford, NY",40.8175985,-73.0001068
"Cortland, NY",42.5842136,-76.0704906
"Park City, UT",40.6460921,-111.4979963
"Celina, TX",33.3242486,-96.7842367
"East Haven, CT",54.727536900000004,-1.757405814
"Oakdale, MN",44.985624,-92.9645794
"Cornelius, NC",35.481705,-80.8590006
"Waynesville, NC",35.4887476,-82.9888725
"Clarkston, GA",33.8095487,-84.2396434
"Manchester, TN",35.4817432,-86.0885993
"Galloway, NJ",40.3692104,-74.1567618
"Amityville, NY",40.6789893,-73.4170673
"Monroe, WA",47.8552259,-121.971335
"Suisun City, CA",38.24582825,-121.972234
"Hudson, WI",44.975041,-92.7568965
"Woodbury, NJ",39.8381691,-75.1526774
"Junction City, KS",39.0286093,-96.8313978
"Belmont, CA",37.5164926,-122.2941914
"Ellijay, GA",34.6950278,-84.4827394
"Gettysburg, PA",39.8308973,-77.231012
"Harvest, AL",34.855872500000004,-86.74912137
"Farmington, MN",44.6402434,-93.1435497
"Jenks, OK",36.0228734,-95.9683278
"Danvers, MA",42.566751,-70.9368313
"Owosso, MI",42.9975968,-84.1720541
"Uniondale, NY",40.7095827,-73.592341
"Citrus Park, FL",28.0783497,-82.5698192
"Gloucester, MA",42.6153595,-70.6624608
"Emporia, KS",38.4040054,-96.181623
"Long Beach, NY",40.5885508,-73.6582631
"Odessa, FL",28.183222,-82.55402792
"Ada, OK",34.7743383,-96.6783651
"Bixby, OK",35.9420431,-95.8833235
"Rockville Centre, NY",40.6574186,-73.6450664
"Ramsey, MN",45.0165728,-93.0949501
"Ewing, NJ",40.2688105,-74.8006895
"Canon City, CO",38.4422506,-105.2348795
"Talladega, AL",33.3967079,-86.1597137
"Peyton, CO",39.0288809,-104.4830238
"Aubrey, TX",33.31420850000001,-96.97563229
"Marshall, TX",32.5447756,-94.3661004
"Oconomowoc, WI",43.1116731,-88.4992659
"Canandaigua, NY",42.8858579,-77.2799761
"Gladstone, MO",39.2214765,-94.5719748
"Villa Park, IL",41.8893116,-87.9778368
"Kirkwood, MO",38.5800713,-90.4069177
"Windsor, CA",42.2858536,-82.9780695
"Wilmette, IL",42.0757315,-87.7193768
"Washington, UT",37.2393471,-113.525776
"Jackson, MO",39.0355211,-94.3583509
"Lemon Grove, CA",32.7425516,-117.0314172
"East Palo Alto, CA",37.4688273,-122.141075
"Stanton, CA",33.79410245,-117.9951044
"Ashland, OR",42.1972487,-122.7153995
"Wakefield, MA",42.506484,-71.0728306
"Garden City, MI",37.9716898,-100.8726618
"North Wales, PA",40.2109404,-75.2782317
"Grayson, GA",33.8942729,-83.95574
"Wethersfield, CT",41.707785,-72.67134479
"Youngsville, LA",30.0996471,-91.9901206
"Forest, VA",37.366635,-79.2742569
"Seffner, FL",27.998541000000003,-82.274884
"Kelso, WA",46.1421249,-122.905299
"Lochearn, MD",39.34795165,-76.72839358
"Wildwood, FL",28.865286,-82.0394286
"Lewes, DE",38.7733961,-75.1379574
"Shoreview, MN",45.0722056,-93.1282878
"Erie, CO",40.0146297,-105.1039628
"Hiram, GA",33.8756601,-84.7621592
"Sun City West, AZ",33.6657535,-112.3550522
"University Park, FL",25.74672725,-80.36814688
"Holbrook, NY",40.794373,-73.070022
"Merrimack, NH",43.3260376,-71.6854725
"Belmont, MA",42.3959296,-71.1786655
"Silverdale, WA",47.6594091,-122.6766317
"South Salt Lake, UT",40.7074741,-111.88827
"Basking Ridge, NJ",40.7064088,-74.5492725
"South Windsor, CT",41.84308235,-72.55408803
"Kaysville, UT",41.0349847,-111.9383931
"Allison Park, PA",40.5584013,-79.9581094
"South Pasadena, CA",34.1133062,-118.1478291
"Edgewater, FL",28.961613749999998,-80.98504467
"Evergreen, CO",39.632845,-105.323299
"Crosby, TX",33.5778818,-101.2855737
"Clarksburg, WV",39.2806451,-80.3445341
"Isla Vista, CA",34.4115125,-119.8562131
"Superior, WI",46.7207737,-92.1040796
"Palatka, FL",29.6487882,-81.6372111
"Boiling Springs, SC",35.04136,-81.97882024
"Wimauma, FL",27.7134925,-82.31560519
"Mansfield, CT",41.7594316,-72.17225807
"Royersford, PA",40.1842688,-75.5379639
"Parkland, WA",47.140241,-122.4416313
"Durant, OK",33.9919761,-96.3776762
"Groveland, FL",28.5602149,-81.8561226
"Homosassa, FL",28.782535,-82.6065272
"Farmington, CT",41.8579852,-72.6412853
"Burton, MI",42.9897333,-83.6335032
"Mustang, OK",35.384227,-97.7244813
"Glen Cove, NY",40.8641845,-73.6319174
"Yelm, WA",46.9413877,-122.60639
"Takoma Park, MD",38.9778882,-77.0074765
"Smithfield, NC",35.5111996,-78.346102
"Marshfield, WI",44.6688524,-90.1717987
"Homewood, AL",33.4737098,-86.8084509
"Warrensburg, MO",38.7624373,-93.7409596
"New London, CT",41.3542141,-72.093068
"Troy, MO",38.9794923,-90.9806954
"Graham, NC",35.359542,-83.8337785
"Guthrie, OK",35.8789231,-97.4252772
"Macungie, PA",40.5159304,-75.5551858
"Depew, NY",42.9022047,-78.6956723
"Washington, MI",38.8950368,-77.0365427
"Branson, MO",36.6440772,-93.2169256
"Ridgewood, NJ",40.9796683,-74.1194403
"Burlington, MA",42.5048167,-71.1956111
"Mercer Island, WA",47.5766324,-122.2276378
"Pittsburg, KS",37.4108841,-94.70496
"Crawfordsville, IN",40.0401991,-86.8990249
"King George, VA",38.2786312,-77.175356
"East Chicago, IN",41.6397857,-87.4548466
"Inkster, MI",42.2942045,-83.3099303
"Elk River, MN",45.3038538,-93.5671825
"Mahwah Township, NJ",,
"Windsor, CO",40.4774818,-104.901361
"Forest Park, GA",33.6220542,-84.3690918
"Avon Park, FL",27.5960827,-81.5060858
"Winterville, NC",35.5290511,-77.4010762
"Ives Estates, FL",25.960569200000002,-80.18341628
"Greater Landover, MD",38.9340002,-76.8966397
"Sun City Center, FL",27.718086,-82.351759
"Horn Lake, MS",34.9553719,-90.0348139
"Lodi, NJ",40.8823215,-74.0831971
"Wilsonville, OR",45.3099218,-122.76816
"Danville, KY",37.6456488,-84.7721823
"El Cerrito, CA",37.9154056,-122.301411
"Grandview, MO",38.8898478,-94.5313816
"Scotch Plains, NJ",40.65538,-74.3898732
"Cliffside Park, NJ",40.8214894,-73.9876388
"Westport, CT",41.1414855,-73.3578955
"River Falls, WI",44.8596498,-92.6255048
"Onalaska, WI",43.8830606,-91.2343539
"Rosemount, MN",44.7391873,-93.12611
"Reading, MA",42.5260297,-71.1020262
"Buffalo, MN",45.1719084,-93.8746941
"Oak Forest, IL",41.6028116,-87.7439384
"Chevy Chase, MD",38.9942121,-77.0771572
"Parrish, FL",27.5875357,-82.4250941
"Waukee, IA",41.6118485,-93.8845129
"Saginaw, TX",32.8601275,-97.3639068
"Hummelstown, PA",40.2653681,-76.7083033
"Lathrop, CA",37.8227046,-121.27661
"Brookings, SD",44.3763598,-96.7925213
"Dover, NJ",40.883988,-74.5621025
"Northfield, MN",44.4582041,-93.161159
"Imperial Beach, CA",32.583893,-117.1130487
"Greenbelt, MD",38.9933654,-76.88333238
"Walker, MI",30.6795741,-95.5522823
"Ferndale, WA",48.8466698,-122.589723
"Round Lake Beach, IL",42.3716881,-88.0900806
"University Park, TX",32.8551267,-96.7919454
"Gardner, KS",38.8109254,-94.9272958
"Carteret, NJ",40.5773266,-74.2282005
"Menomonie, WI",44.8765289,-91.9278716
"Dakota Ridge, CO",39.641446,-105.1827372
"Ridgeland, MS",32.4284761,-90.1323087
"Romulus, MI",42.2222614,-83.3965995
"Easton, MA",42.0245442,-71.1286594
"Yucca Valley, CA",34.1236205,-116.4139839
"Lillington, NC",35.399121,-78.8156001
"Aberdeen, MD",39.5120347,-76.1643289
"Wyandotte, MI",39.1090458,-94.767624
"Benicia, CA",38.049365,-122.1585777
"Rosemont, CA",45.5314962,-73.5973383
"Dedham, MA",42.2489143,-71.1755732
"Yorkville, IL",41.6411409,-88.4472948
"Mequon, WI",43.2219088,-87.9822969
"Sachse, TX",32.9762327,-96.5952703
"Alton, IL",38.8908583,-90.1843091
"Seal Beach, CA",33.7423967,-118.1055926
"Seymour, TN",35.8704536,-83.7571149
"Manvel, TX",29.4664706,-95.355714
"Cedartown, GA",34.0124425,-85.2559398
"Belmont, NC",35.2438272,-81.0377322
"Hillsborough, NC",36.0752088,-79.0992085
"Springboro, OH",39.5522815,-84.2332718
"Athens, TN",35.4428864,-84.5930113
"Spring Lake, NC",35.1679396,-78.9728056
"Aptos, CA",36.9941295,-121.8903368
"Maplewood, NJ",40.7312123,-74.2734808
"Peekskill, NY",41.289811,-73.9204922
"Jefferson, GA",33.0380388,-82.436141
"Haslet, TX",32.9616819,-97.34048542
"Tullahoma, TN",35.3620235,-86.2094342
"South Plainfield, NJ",40.5792701,-74.4115401
"Canton, MA",42.1584324,-71.1447732
"Marshfield, MA",42.091769,-70.7055941
"Roselle, IL",41.9852583,-88.0799571
"Crofton, MD",39.0017772,-76.6874671
"Weeki Wachee, FL",28.5156479,-82.5735662
"Deridder, LA",30.846201,-93.289281
"Burlington, KY",39.02756,-84.7241133
"Westford, MA",42.5792583,-71.4378411
"Vernon Hills, IL",42.2204892,-87.9803604
"Dyersburg, TN",36.0346393,-89.3857496
"Bloomingdale, IL",41.9575285,-88.0809036
"Village of Palmetto Bay, FL",,
"Fernley, NV",39.6075249,-119.2508406
"Mulberry, FL",27.8953038,-81.9734172
"Avon, OH",41.4516512,-82.0350598
"Gardnerville, NV",38.937887,-119.7407927
"Oak Ridge, FL",28.4722993,-81.4234202
"Defuniak Springs, FL",30.7210227,-86.1152184
"Chanhassen, MN",44.8618403,-93.5307207
"Tahlequah, OK",35.91537,-94.969956
"Westchase, FL",28.06129765,-82.61291642
"Calabasas, CA",34.1446643,-118.644097
"Ennis, TX",32.3293111,-96.6252679
"Red Bank, NJ",40.3470543,-74.0643065
"Rolling Meadows, IL",42.0841936,-88.0131275
"Cockeysville, MD",39.483758800000004,-76.62351052
"Murrysville, PA",40.4284015,-79.697545
"Norwalk, OH",41.2424219,-82.6155745
"Hialeah Gardens, FL",25.8650961,-80.3244958
"Ottawa, IL",41.3516628,-88.845436
"Canby, OR",45.2629088,-122.6925983
"Westmont, IL",41.7950525,-87.9751964
"Cranford, NJ",40.6584358,-74.2995923
"Frankfort, IN",40.2797657,-86.5108244
"Leesville, LA",31.1431257,-93.2651126
"Mount Holly, NC",35.2976298,-81.0161686
"Mint Hill, NC",35.1735388,-80.6570377
"Saint Marys, GA",30.5935684,-82.0118255
"Wexford, PA",40.6264561,-80.055891
"Arnold, MD",39.0320784,-76.5025431
"Nanuet, NY",41.0902848,-74.0148205
"Newton, KS",38.0469166,-97.3447244
"Acton, MA",42.4850931,-71.43284
"Del Valle, TX",,
"Webster Groves, MO",38.592339,-90.3564329
"Steubenville, OH",40.3600714,-80.6151034
"Auburn Hills, MI",42.6875323,-83.2341028
"South Portland, ME",43.6382443,-70.2529189
"Carney, MD",39.3942737,-76.523576
"Goodlettsville, TN",36.3231067,-86.7133302
"Mansfield, MA",42.0334326,-71.2189405
"Auburn, ME",44.0979903,-70.2312137
"Maywood, IL",41.8789942,-87.8436412
"Willoughby, OH",41.6397696,-81.4065011
"Kenmore, WA",47.7596715,-122.2496367
"Fredericksburg, TX",30.2752011,-98.8719843
"Highland, IN",41.5536529,-87.4520484
"Middletown, PA",40.1701367,-74.8851959
"Helena, AL",33.296224,-86.8436004
"Kihei, HI",20.7476261,-156.4549898
"Hercules, CA",38.0171441,-122.2885808
"Miami Shores, FL",25.8631515,-80.1928253
"Belgrade, MT",45.773279,-111.184535
"Fresno, TX",29.5388465,-95.4474414
"Raymore, MO",38.810131,-94.4676501
"Rigby, ID",43.6751937,-111.918002
"Olney, MD",39.1532123,-77.0668408
"Farragut, TN",35.8845238,-84.1535261
"Pooler, GA",32.1158983,-81.2495131
"Solon, OH",41.3897764,-81.4412259
"White Bear Lake, MN",45.0838098,-93.0069304
"Rincon, GA",32.2960289,-81.2353905
"Marina, CA",36.6900986,-121.8006293
"Millbrae, CA",37.598958,-122.400941
"Hampstead, NC",34.3676686,-77.7105332
"Maple Heights, OH",41.4154413,-81.5655597
"Ladera Ranch, CA",33.5520801,-117.6384556
"Lexington Park, MD",38.2658897,-76.4522844
"Bristol, PA",40.122900200000004,-74.86447058
"Zion, IL",42.4501169,-87.8337753
"Mill Creek, WA",47.8577455,-122.2210628
"Fountain Hills, AZ",33.6117105,-111.717361
"Sycamore, IL",41.9889173,-88.6867538
"Vinings, GA",33.8648262,-84.4643744
"Champlin, MN",45.1888539,-93.3974538
"Forest Park, OH",39.2903353,-84.5041108
"New Brighton, MN",45.0628999,-93.2060969
"Winchester, MA",42.4523178,-71.1369982
"Agoura Hills, CA",34.14791,-118.7657042
"McKees Rocks, PA",40.4656244,-80.0656106
"Petal, MS",31.3465627,-89.2600605
"North Pole, AK",64.750997,-147.349319
"Hingham, MA",42.2417669,-70.8897676
"Crystal, MN",45.031823,-93.3606072
"Elko, NV",41.1958128,-115.3272864
"Carmel, NY",41.4266361,-73.6788272
"Hayesville, OR",44.9831207,-122.9832949
"Parlin, NJ",40.4628177,-74.3105018
"Wendell, NC",35.780987,-78.3697213
"Tavares, FL",28.8021812,-81.731332
"Fairmont, WV",39.4850848,-80.1425781
"Watauga, TX",32.8579056,-97.2547371
"Edgewood, MD",39.4187194,-76.2944016
"Dewitt, MI",29.0931328,-97.3158457
"Darien, IL",41.7508713,-87.9739593
"Hudson, OH",41.240056,-81.440667
"Port Hueneme, CA",34.1477558,-119.1951559
"Greater Northdale, FL",,
"Bay City, TX",28.9827565,-95.969402
"Anthem, AZ",33.8613328,-112.1254665
"Loma Linda, CA",34.0537971,-117.2610925
"Mountain Brook, AL",33.5019459,-86.7556834
"Keene, NH",42.933597,-72.2784264
"Lynn Haven, FL",30.2454776,-85.648261
"Bedford, NH",42.9464737,-71.5159015
"Stoneham, MA",42.4802635,-71.0993581
"Johnston, IA",41.6731523,-93.6973395
"Glen Mills, PA",39.919698,-75.4904323
"Lyndhurst, NJ",40.8120247,-74.1242816
"Millington, TN",35.3414745,-89.8973084
"Anna, TX",33.3496662,-96.5547038
"Republic, MO",37.1193808,-93.4803765
"Orange City, FL",28.9488761,-81.2986741
"Maryland Heights, MO",38.7150511,-90.435999
"Washougal, WA",45.5878927,-122.3520764
"Cheney, WA",47.4892246,-117.579304
"Camp Springs, MD",38.8040027,-76.9066396
"Belton, MO",38.8108097,-94.5313502
"Harleysville, PA",40.278783,-75.38663775
"Clarksburg, MD",39.2302156,-77.2508469
"Maumelle, AR",34.856613,-92.4056858
"Prairie Village, KS",38.9914109,-94.6332768
"Lithia, FL",27.8580398,-82.161927
"Beaver Dam, WI",43.4577692,-88.837329
"Tukwila, WA",47.4627356,-122.2559156
"Roselle, NJ",40.6527033,-74.2579418
"Warrington, PA",40.2492741,-75.1340604
"Summit, NJ",40.7182356,-74.3592296
"Haughton, LA",32.5326514,-93.5040627
"Port Jefferson Station, NY",40.925939,-73.065185
"Twentynine Palms, CA",34.1356915,-116.0543506
"Cameron, NC",35.3268226,-79.255303
"Chapin, SC",34.1659795,-81.3498212
"Apollo Beach, FL",27.7729445,-82.39813753
"Benbrook, TX",32.673188,-97.4605759
"Trotwood, OH",39.7972788,-84.3113334
"The Crossings, FL",25.66949415,-80.40255323
"Chehalis, WA",46.6599653,-122.963432
"West Deptford Township, NJ",39.832362,-75.1888708
"Rosamond, CA",34.8641446,-118.1634075
"Clinton, UT",41.1471616,-112.0548389
"Avon Lake, OH",41.510033,-82.0185895
"Los Alamitos, CA",33.8038865,-118.0772433
"Middleton, WI",43.0962919,-89.5119565
"Denver, NC",35.5312452,-81.0297994
"Lynden, WA",48.9466041,-122.4569315
"Debary, FL",28.879705350000002,-81.32221231
"Stephens City, VA",39.0832225,-78.2182851
"Chowchilla, CA",37.1229997,-120.2601754
"Biddeford, ME",43.4925843,-70.4533844
"Cohoes, NY",42.7742446,-73.7001187
"Clifton Heights, PA",39.9292791,-75.2962972
"Guyton, GA",32.3363045,-81.3914992
"Central Falls, RI",41.8873726,-71.3876472
"Golden Valley, MN",44.9861176,-93.3784618
"Princeton, TX",33.1801161,-96.4980424
"Oxford, MI",34.3663773,-89.5187664
"Harrisburg, NC",35.3258295,-80.6454979
"Granite Bay, CA",38.762173000000004,-121.1850335
"Bryn Mawr, PA",40.0238245,-75.31734069
"Travelers Rest, SC",34.9676167,-82.4434548
"American Canyon, CA",38.1785248,-122.255183
"Valley Center, CA",33.2183701,-117.0341967
"West Melbourne, FL",28.0736261,-80.6718389
"Amelia, OH",39.024449000000004,-84.21424269
"Fallon, NV",39.4745166,-118.777895
"Edgewater, MD",38.9344805,-76.5575862
"Pace, FL",30.5964175,-87.16626469
"Glassboro, NJ",39.7027677,-75.1119434
"Castaic, CA",34.4826899,-118.6307097
"Pittsboro, NC",35.7201229,-79.1771539
"West Carson, CA",33.8243814,-118.2929111
"South Amboy, NJ",40.4821114,-74.2828828
"Portsmouth, NH",43.0702223,-70.7548621
"Horizon City, TX",31.6926121,-106.207479
"South Euclid, OH",41.5231076,-81.5184553
"Collinsville, OK",36.3661205,-95.8398108
"Arden, NC",35.4661821,-82.5164242
"Jenkintown, PA",40.0959385,-75.1256812
"Key West, FL",24.5548262,-81.8020722
"Little River, SC",33.878817,-78.6327192
"Green Valley, AZ",31.8484548,-111.0265945
"Charles Town, WV",39.2891836,-77.859581
"Duarte, CA",34.1394513,-117.9772873
"Siloam Springs, AR",36.1881365,-94.5404962
"Red Lion, PA",39.9009334,-76.6058001
"Essex, VT",44.5230418,-73.06227032
"Radcliff, KY",37.8403456,-85.9491298
"Mountain Home, ID",43.1329504,-115.691197
"New Hope, MN",45.0347176,-93.3861037
"Forest Lake, MN",45.279106,-92.9851629
"Jacksonville, AL",33.8137919,-85.7612872
"Columbia Heights, MN",45.0460458,-93.2517802
"Evans, CO",40.3772168,-104.6977634
"Sevierville, TN",35.8681455,-83.561835
"Brunswick, ME",43.9166529,-69.9659438
"Roscoe, IL",42.4133505,-89.0092742
"Darien, CT",41.0787079,-73.4692873
"East Ridge, TN",35.0142412,-85.2519003
"Secaucus, NJ",40.7899291,-74.0566735
"The Dalles, OR",45.6015056,-121.1841587
"Franklin Park, IL",41.9353084,-87.865618
"Coralville, IA",41.6759977,-91.580705
"Del City, OK",35.442007,-97.4408709
"Fountain Inn, SC",34.6890095,-82.1956679
"Lusby, MD",38.3721012,-76.4412805
"Westerly, RI",41.3812001,-71.829886
"Ojai, CA",34.4480495,-119.242889
"Franklin, OH",39.5589474,-84.3041074
"Mineola, NY",40.7492678,-73.6406845
"Heber City, UT",40.506463,-111.4132963
"Moorestown Township, NJ",39.9670569,-74.9426677
"Morris Plains, NJ",40.8364845,-74.47818854
"Pleasantville, NJ",39.3898388,-74.5240422
"Lake Placid, FL",27.2930999,-81.3628502
"Birmingham, MI",33.5206824,-86.8024326
"Ridgefield, WA",45.8167616,-122.7433775
"Gulf Breeze, FL",30.3612885,-87.16834281
"Deerfield, IL",42.1711365,-87.8445119
"Canyon, TX",34.9799429,-101.919197
"Elmwood Park, NJ",40.9074237,-74.1183543
"New Kensington, PA",40.5697893,-79.7647705
"Blythe, CA",33.6134767,-114.5937537
"Corsicana, TX",32.091299,-96.4646821
"Rensselaer, NY",42.7091389,-73.5107732
"Leland, NC",34.236434,-78.0040029
"Susanville, CA",40.4162842,-120.653006
"Hayden, ID",47.7590638,-116.7866807
"Blue Island, IL",41.6573014,-87.679871
"Kingsland, GA",30.7999563,-81.6898261
"Arcata, CA",40.866517,-124.08284
"Centerville, OH",39.6283928,-84.1593818
"Fulton, MO",38.8467082,-91.9479586
"Enumclaw, WA",47.2047793,-121.9916371
"Verona, WI",42.9905492,-89.5335575
"Westborough, MA",42.2694308,-71.6129907
"Palmyra, PA",40.3088578,-76.5932369
"Corinth, TX",33.1540091,-97.0647322
"Pascagoula, MS",30.3646795,-88.5585995
"Bayville, NJ",39.9092852,-74.1548614
"Newport, NC",34.7865497,-76.8591057
"Machesney Park, IL",42.3472406,-89.0389956
"Dade City, FL",28.3647248,-82.1959178
"Watkinsville, GA",33.8628959,-83.4087709
"Lomita, CA",33.8036545,-118.3195014
"Loves Park, IL",42.3200189,-89.0581621
"North Liberty, IA",41.7478297,-91.6064397
"Hybla Valley, VA",38.7476101,-77.0826957
"South Saint Paul, MN",44.8906694,-93.0372808
"Tipp City, OH",39.961325,-84.1700609
"Gardner, MA",42.5763523,-71.9952737
"Purcellville, VA",39.1366223,-77.7145945
"Bloomfield, CT",41.8279653,-72.725069
"Parma Heights, OH",41.3914132,-81.7598257
"Exton, PA",40.0289955,-75.6207651
"Maitland, FL",28.6275253,-81.3656419
"Prineville, OR",44.2998261,-120.834972
"Mountlake Terrace, WA",47.7909667,-122.3066395
"Clackamas, OR",45.1608821,-122.2305038
"Altoona, IA",41.6437308,-93.4696031
"Palmyra, VA",37.8609747,-78.2633373
"Palisades Park, NJ",40.8481556,-73.997639
"Yulee, FL",30.627848,-81.59022781
"Kaufman, TX",32.601641,-96.3375126
"Morrison, CO",39.6535988,-105.191099
"Yardley, PA",40.245664,-74.8459972
"West Columbia, SC",33.9934867,-81.0739826
